cabeçalho
1.0,10.792280158877329
2.0,10.190565055796178
4.0,9.55671542501158
5.0,9.77679187400136
7.0,11.210408343641157
11.0,11.598096696055102
12.0,11.470337117389864
13.0,10.889607780891035
14.0,11.017253226485073
15.0,11.101556767401227
16.0,10.95016428373875
17.0,10.52239172534883
19.0,9.389035868047474
21.0,11.38216183151997
22.0,11.473567057482825
23.0,11.58824277720892
24.0,11.677912896447973
28.0,10.42425071153812
31.0,11.262568964716271
32.0,11.4720484679088
35.0,9.892349930162489
39.0,10.54965739304326
40.0,11.055049735754526
41.0,11.018704808068204
43.0,9.520162243203263
44.0,9.689036065901062
45.0,10.048753165514126
46.0,10.050189253920172
47.0,10.11811314980161
48.0,10.778689414827863
50.0,10.55688909166767
51.0,10.705209923863082
52.0,10.88075588327288
54.0,10.430413639163229
55.0,14.446500648112524
56.0,11.23928917504678
57.0,12.318510838731907
58.0,11.87727767898004
59.0,11.173643809075427
61.0,11.743295265738295
62.0,11.86724700880527
64.0,11.550581833238967
65.0,10.742355848804737
66.0,12.429082932287212
67.0,12.626297520059389
68.0,11.81384306026902
69.0,12.036862825575673
71.0,10.889967739038662
73.0,10.985914144315172
74.0,10.838260938942351
75.0,12.296036823380685
76.0,12.658193194616098
77.0,12.943642200550714
78.0,12.74461736414587
81.0,11.50555388356472
82.0,11.949116958930675
84.0,11.589402699733409
85.0,10.94951873469351
86.0,11.001370008666147
87.0,10.940546764952938
88.0,11.025578872521551
89.0,11.69069050692005
90.0,11.462440115919426
91.0,11.412598823454054
94.0,11.568879920926333
95.0,12.213800072287775
97.0,11.62347516567067
101.0,13.443087099908173
102.0,13.321310211574612
103.0,9.254054790432741
104.0,13.513320899383293
107.0,13.684712750686963
108.0,13.462803587957742
109.0,13.704036874026837
110.0,13.626219939027076
112.0,14.176261423232837
115.0,14.097497596893518
117.0,14.091492312345256
118.0,14.200612049658575
119.0,13.44468315536763
120.0,14.003275194897231
121.0,11.100186008558563
122.0,11.128543170578688
123.0,11.308623466482262
124.0,11.326826529350166
125.0,11.360046612328093
127.0,11.205938045612669
128.0,14.743752098131473
129.0,14.865353913563965
132.0,14.885895413293353
134.0,14.781210339701218
135.0,13.206166856120147
